,domain,url,urlType,T_normTotalTweets,T_normTotalRetweets,T_normTotalLikes,T_normTotalReplies,T_normCountWeekDay,T_normCountWeekEnd,T_normCountMonday,T_normCountTuesday,T_normCountWednesday,T_normCountThursday,T_normCountFriday,T_normCountSaturday,T_normCountSunday,T_normAvgTweetsPerUniqUser,T_normTimeAbsBin1count0to6,T_normTimeAbsBin2count6to12,T_normTimeAbsBin3count12to18,T_normTimeAbsBin4count18to24,T_normTimeAbsBin5count24plus,T_normSpan,T_normAvgTimeBetweenTweets,T_normAvgTimeOfNextTweet,T_percentWeekDayByTotalTweets,T_percentWeekEndByTotalTweets,T_percentMondayByTotalTweets,T_percentTuesdayByTotalTweets,T_percentWednesdayByTotalTweets,T_percentThursdayByTotalTweets,T_percentFridayByTotalTweets,T_percentSaturdayByTotalTweets,T_percentSundayByTotalTweets
0,nutritionfacts.org,https://nutritionfacts.org/audio/fighting-fatigue/,Reliable,0.000283046,0.001226994,0.003752345,0,0.000284172,0.000904159,0,0,0.000493827,0,0,0,0.001150748,0,0.5,0,0,0,0.5,0.070249584,0.178151995,0.112486992,0.5,0.5,0,0,0.5,0,0,0,0.5
1,nutritionfacts.org,https://nutritionfacts.org/audio/new-thoughts-on-a-healthy-weight/,Reliable,0,0.001226994,0.003269901,0.000553097,0.000284172,0,0,0,0,0,0.007042254,0,0,0,1,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,1,0,0
2,nutritionfacts.org,https://nutritionfacts.org/audio/the-latest-on-childrens-health/,Reliable,0.000283046,0.00113261,0.003323506,0.000553097,0.000568343,0,0,0,0,0,0.014084507,0,0,0,1,0,0,0,0,6.63E-05,0.00016813,0.000106159,1,0,0,0,0,0,1,0,0
3,nutritionfacts.org,https://nutritionfacts.org/audio/beans-beans-the-truth-about-lectins/,Reliable,0.001981319,0.000943841,0.002358617,0.001659292,0.002273373,0,0,0.000751315,0,0.015189873,0.007042254,0,0,0,0.125,0.125,0.125,0,0.625,0.232010813,0.084053755,0.144021075,1,0,0,0.125,0,0.75,0.125,0,0
4,nutritionfacts.org,https://nutritionfacts.org/audio/new-research-on-cholesterol/,Reliable,0.001132182,0.001793299,0.004985259,0.001106195,0.000568343,0.002712477,0.001133787,0,0,0,0.007042254,0.003807107,0,0,0.6,0,0,0,0.4,0.146851723,0.093103496,0.073817857,0.4,0.6,0.2,0,0,0,0.2,0.6,0
5,nutritionfacts.org,https://nutritionfacts.org/audio/dealing-with-eczema/,Reliable,0,0.000519113,0.001393728,0,0.000284172,0,0,0,0,0,0.007042254,0,0,0,1,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,1,0,0
6,nutritionfacts.org,https://nutritionfacts.org/audio/womens-health-the-best-diet-for-fibroids/,Reliable,0.000283046,0.000991034,0.001768963,0,0.000568343,0,0,0,0,0,0.014084507,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,0,0
7,nutritionfacts.org,https://nutritionfacts.org/audio/diet-and-autism/,Reliable,0.001981319,0.001179802,0.002626642,0.001659292,0.001989201,0.000904159,0.001133787,0,0.000493827,0,0.035211268,0.001269036,0,0,0.375,0.125,0,0,0.5,0.14638246,0.053031992,0.098762539,0.875,0.125,0.125,0,0.125,0,0.625,0.125,0
8,nutritionfacts.org,https://nutritionfacts.org/audio/do-we-need-an-annual-check-up/,Reliable,0.001132182,0.000377537,0.001715358,0.000553097,0.001136687,0.000904159,0,0.002253944,0,0,0.007042254,0,0.001150748,0,0.4,0.2,0,0,0.4,0.018430118,0.011684632,0.01114337,0.8,0.2,0,0.6,0,0,0.2,0,0.2
9,nutritionfacts.org,https://nutritionfacts.org/audio/your-brain-on-cell-phones/,Reliable,0.001132182,0,0.00021442,0,0.000284172,0.003616637,0,0.000751315,0,0,0,0.005076142,0,0,0.4,0,0,0,0.6,0.096053655,0.060897693,0.077057363,0.2,0.8,0,0.2,0,0,0,0.8,0
10,nutritionfacts.org,https://nutritionfacts.org/audio/is-your-toothpaste-safe/,Reliable,0.000566091,0.001746107,0.003645135,0,0.000852515,0,0,0,0,0,0.021126761,0,0,0,0.666666667,0,0,0.333333333,0,0.000277828,0.000352285,0.000222768,1,0,0,0,0,0,1,0,0
11,nutritionfacts.org,https://nutritionfacts.org/audio/dr-gregers-daily-dozen/,Reliable,0.001698273,0.001321378,0.004073975,0.001106195,0.00170503,0.000904159,0,0,0,0.005063291,0.028169014,0.001269036,0,0.016666667,0.285714286,0,0,0,0.714285714,0.091830289,0.038813395,0.065946256,0.857142857,0.142857143,0,0,0,0.285714286,0.571428571,0.142857143,0
12,nutritionfacts.org,https://nutritionfacts.org/audio/to-pee-or-not-to-pee/,Reliable,0.000283046,0.000660689,0.002197802,0,0.000568343,0,0,0,0,0.002531646,0.007042254,0,0,0,0.5,0,0,0,0.5,0.006297031,0.015969186,0.010083107,1,0,0,0,0,0.5,0.5,0,0
13,nutritionfacts.org,https://nutritionfacts.org/2015/08/13/how-walnuts-can-improve-artery-function/,Reliable,0.000283046,4.72E-05,0.00010721,0.001106195,0.000284172,0.000904159,0,0,0.000493827,0,0,0.001269036,0,0,0.5,0,0,0,0.5,0.055122123,0.13978896,0.08826418,0.5,0.5,0,0,0.5,0,0,0.5,0
14,nutritionfacts.org,https://nutritionfacts.org/2014/08/14/how-the-meat-industry-designed-a-highly-misleading-study/,Reliable,0,0,0,0,0,0.000904159,0,0,0,0,0,0,0.001150748,0,1,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,1
15,consortiumnews.com,https://consortiumnews.com/2015/08/19/the-honduran-coups-ugly-aftermath/,Reliable,0.025191056,0.00113261,0.000696864,0.002765487,0.023586246,0.006329114,0.003401361,0.002253944,0.02962963,0.02278481,0.056338028,0.003807107,0.004602992,0.001874163,0.011111111,0,0,0,0.988888889,0.144289112,0.004111407,0.02422159,0.922222222,0.077777778,0.033333333,0.033333333,0.666666667,0.1,0.088888889,0.033333333,0.044444444
16,christianpost.com,https://www.christianpost.com/news/veggietales-creator-bankruptcy-humbled-me-killed-my-idol-50119/,Reliable,0,0,5.36E-05,0,0.000284172,0,0.001133787,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,0,1,0,0,0,0,0,0
17,consortiumnews.com,http://www.consortiumnews.com/2010/121710.html,Reliable,0,0,0,0,0.000284172,0,0.001133787,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,0,1,0,0,0,0,0,0
18,consortiumnews.com,http://www.consortiumnews.com/2011/020611.html,Reliable,0.001415228,0,0,0,0.001420858,0.000904159,0.001133787,0.000751315,0,0.005063291,0.007042254,0.001269036,0,0,0.333333333,0,0,0,0.666666667,0.21184059,0.107444975,0.085184775,0.833333333,0.166666667,0.166666667,0.166666667,0,0.333333333,0.166666667,0.166666667,0
19,consortiumnews.com,http://www.consortiumnews.com/2010/122910b.html,Reliable,0,0,0,0,0.000284172,0,0,0,0.000493827,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,0,0,0,1,0,0,0,0
20,consortiumnews.com,http://www.consortiumnews.com/2011/012911.html,Reliable,0.004245684,0,0,0.001106195,0.003125888,0.004520796,0.004535147,0,0.002962963,0.002531646,0,0.002538071,0.003452244,0.005128205,0.0625,0,0,0,0.9375,0.629452844,0.106418927,0.382182149,0.6875,0.3125,0.25,0,0.375,0.0625,0,0.125,0.1875
21,consortiumnews.com,https://consortiumnews.com/2013/12/17/judge-leons-dirty-climb-to-the-bench/,Reliable,0.002264365,0.001887683,0.001876173,0.001106195,0.002273373,0.000904159,0.004535147,0.000751315,0,0,0.021126761,0.001269036,0,0.027777778,0.333333333,0,0,0,0.666666667,0.10563967,0.033487597,0.031997295,0.888888889,0.111111111,0.444444444,0.111111111,0,0,0.333333333,0.111111111,0
22,consortiumnews.com,https://consortiumnews.com/2016/07/15/americas-unbridged-racial-divide/,Reliable,0.00254741,0.000424729,0.000536049,0,0.001989201,0.002712477,0,0,0.000987654,0,0.035211268,0.002538071,0.001150748,0,0.5,0,0,0.1,0.4,0.001512,0.000426046,0.000718563,0.7,0.3,0,0,0.2,0,0.5,0.2,0.1
23,consortiumnews.com,https://consortiumnews.com/2017/12/11/russia-gates-litany-of-corrections/,Reliable,0.032833286,0.005804625,0.007558295,0.009402655,0.024438761,0.028028933,0.005668934,0.039819684,0.007407407,0.017721519,0.042253521,0.005076142,0.031070196,0.003520352,0.222222222,0,0,0,0.777777778,0.148348806,0.003243195,0.023274855,0.735042735,0.264957265,0.042735043,0.452991453,0.128205128,0.05982906,0.051282051,0.034188034,0.230769231
24,consortiumnews.com,https://consortiumnews.com/2015/03/20/how-mandela-and-s-africa-were-freed-2/,Reliable,0.00764223,0.000141576,0.000428839,0,0.001420858,0.02079566,0,0,0,0,0.035211268,0.002538071,0.024165708,0,0.178571429,0.035714286,0.035714286,0,0.75,0.000564359,5.3E-05,0.000534714,0.178571429,0.821428571,0,0,0,0,0.178571429,0.071428571,0.75
25,consortiumnews.com,https://consortiumnews.com/2011/11/09/who-is-judge-richard-leon/,Reliable,0,0,0,0,0.000284172,0,0,0.000751315,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,0,0,1,0,0,0,0,0
26,consortiumnews.com,https://consortiumnews.com/2014/07/08/turning-japan-back-toward-militarism/,Reliable,0.000849137,0.00023596,5.36E-05,0,0.000568343,0.001808318,0.001133787,0,0,0,0.007042254,0.002538071,0,0,0.25,0,0,0,0.75,0.247923279,0.209576695,0.187293648,0.5,0.5,0.25,0,0,0,0.25,0.5,0
27,consortiumnews.com,https://consortiumnews.com/2015/08/31/ron-paul-and-lost-lessons-of-war/,Reliable,0.011604868,0.000991034,0.00032163,0,0.011651037,0.000904159,0.037414966,0,0,0,0.056338028,0.001269036,0,0.001111111,0.071428571,0.047619048,0.023809524,0.047619048,0.80952381,0.070079489,0.00433465,0.075482184,0.976190476,0.023809524,0.785714286,0,0,0,0.19047619,0.023809524,0
28,consortiumnews.com,https://consortiumnews.com/2014/01/21/human-rights-watchs-syria-dilemma/,Reliable,0.000283046,0,0.00021442,0.000553097,0.000284172,0.000904159,0,0,0,0,0.007042254,0,0.001150748,0,0.5,0,0,0,0.5,0.203171554,0.515240317,0.325328007,0.5,0.5,0,0,0,0,0.5,0,0.5
29,consortiumnews.com,https://consortiumnews.com/2014/01/24/mlk-and-the-curse-of-moderation/,Reliable,0,0,0,0,0.000284172,0,0,0.000751315,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,0,0,1,0,0,0,0,0
30,consortiumnews.com,https://consortiumnews.com/2013/01/17/the-iraq-war-surge-myth-returns/,Reliable,0,0,0,0,0.000284172,0,0,0,0,0.002531646,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,0,0,0,0,1,0,0,0
31,consortiumnews.com,https://consortiumnews.com/2016/07/14/still-sabotaging-the-iran-nuke-agreement/,Reliable,0.002830456,0.000141576,5.36E-05,0,0.002273373,0.002712477,0,0,0,0.012658228,0.021126761,0.001269036,0.002301496,0,0.545454545,0,0.090909091,0.090909091,0.272727273,0.129966961,0.032959446,0.021119887,0.727272727,0.272727273,0,0,0,0.454545455,0.272727273,0.090909091,0.181818182
32,consortiumnews.com,https://consortiumnews.com/2013/04/18/the-power-of-false-narratives/,Reliable,0,0,0,0,0.000284172,0,0,0,0.000493827,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,0,0,0,1,0,0,0,0
33,consortiumnews.com,https://consortiumnews.com/2015/03/20/netanyahu-too-dishonest-by-half/,Reliable,0.010189641,0.000519113,5.36E-05,0,0.001136687,0.029837251,0.001133787,0,0,0,0.021126761,0.012690355,0.026467204,0.000617284,0.27027027,0.054054054,0.027027027,0,0.648648649,0.000763666,5.38E-05,0.000415448,0.108108108,0.891891892,0.027027027,0,0,0,0.081081081,0.27027027,0.621621622
34,consortiumnews.com,https://consortiumnews.com/2012/03/06/mother-of-the-sit-down-strike/,Reliable,0.000849137,0.000660689,0.001232913,0,0.000852515,0.000904159,0,0,0,0.002531646,0.014084507,0,0.001150748,0.022222222,0.25,0,0,0,0.75,0.2714637,0.229476092,0.2903503,0.75,0.25,0,0,0,0.25,0.5,0,0.25
35,consortiumnews.com,https://consortiumnews.com/2011/06/11/teddy-roosevelts-bloodlust/,Reliable,0.000849137,4.72E-05,5.36E-05,0.000553097,0.001136687,0,0.001133787,0.00150263,0.000493827,0,0,0,0,0.022222222,0.25,0,0,0,0.75,0.425544143,0.359724733,0.644453016,1,0,0.25,0.5,0.25,0,0,0,0
36,consortiumnews.com,https://consortiumnews.com/2016/10/25/women-call-for-israel-palestine-peace/,Reliable,0.004245684,0.000330345,0.00021442,0,0.004546746,0,0.001133787,0.002253944,0.00345679,0.012658228,0,0,0,0.001481481,0.25,0.125,0.0625,0.1875,0.375,0.001709028,0.000288938,0.000545347,1,0,0.0625,0.1875,0.4375,0.3125,0,0,0
37,consortiumnews.com,https://consortiumnews.com/2013/03/29/the-two-views-of-jesuss-murder/,Reliable,0,0,0,0,0,0.000904159,0,0,0,0,0,0.001269036,0,0,1,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,1,0
38,consortiumnews.com,https://consortiumnews.com/2015/01/12/the-sorry-record-of-a-muslim-basher/,Reliable,0.008208322,0.001038226,0.000643259,0.000553097,0.008525149,0,0,0.012772352,0.00345679,0.012658228,0.007042254,0,0,0.004444444,0.166666667,0.066666667,0.2,0.133333333,0.433333333,0.002909015,0.000254387,0.000713907,1,0,0,0.566666667,0.233333333,0.166666667,0.033333333,0,0
39,consortiumnews.com,https://consortiumnews.com/2015/09/14/in-case-you-missed-52/,Reliable,0.008208322,0,5.36E-05,0,0.008525149,0,0,0.021788129,0.000493827,0,0,0,0,0,0.966666667,0,0,0,0.033333333,0.000328588,2.87E-05,3.23E-05,1,0,0,0.966666667,0.033333333,0,0,0,0
40,consortiumnews.com,https://consortiumnews.com/2011/10/07/why-afghanistan-really-fell-apart/,Reliable,0.000849137,0,0,0.001106195,0.000568343,0.001808318,0.001133787,0,0.000493827,0,0,0,0.002301496,0,0.25,0,0,0,0.75,0.251378214,0.212497251,0.220159788,0.5,0.5,0.25,0,0.25,0,0,0,0.5
41,consortiumnews.com,https://consortiumnews.com/2016/12/14/the-rise-of-white-racial-nationalism/,Reliable,0.003396547,0.000283152,0.00021442,0.002765487,0.00341006,0.000904159,0,0,0.000987654,0.020253165,0.014084507,0,0.001150748,0,0.076923077,0.153846154,0,0.230769231,0.538461538,0.001942106,0.00041043,0.0008096,0.923076923,0.076923077,0,0,0.153846154,0.615384615,0.153846154,0,0.076923077
42,consortiumnews.com,https://consortiumnews.com/2011/06/24/the-lie-behind-the-afghan-war/,Reliable,0.000283046,0,0,0,0.000284172,0.000904159,0.001133787,0,0,0,0,0.001269036,0,0,0.5,0,0,0,0.5,0.293635283,0.744655112,0.470182856,0.5,0.5,0.5,0,0,0,0,0.5,0
43,consortiumnews.com,https://consortiumnews.com/2018/01/11/trump-lashes-pakistan-over-afghan-war/,Reliable,0.00254741,9.44E-05,0.00021442,0,0.00170503,0.003616637,0,0,0,0.012658228,0.007042254,0.003807107,0.001150748,0.002469136,0.1,0,0,0,0.9,0.09436348,0.02658939,0.128236812,0.6,0.4,0,0,0,0.5,0.1,0.3,0.1
44,consortiumnews.com,https://consortiumnews.com/2017/12/22/why-loss-of-net-neutrality-hurts-democracy/,Reliable,0.007359185,0.000896649,0.001125704,0.000553097,0.003125888,0.014466546,0.002267574,0,0,0.002531646,0.056338028,0.013959391,0.00575374,0,0.333333333,0.111111111,0.074074074,0.074074074,0.407407407,0.029833102,0.002909859,0.002782448,0.407407407,0.592592593,0.074074074,0,0,0.037037037,0.296296296,0.407407407,0.185185185
45,consortiumnews.com,https://consortiumnews.com/2017/06/30/is-trump-making-up-syria-sarin-claims/,Reliable,0.007925276,0.002170835,0.001554543,0.003871681,0.004546746,0.011754069,0.004535147,0.00150263,0.000987654,0,0.056338028,0.016497462,0,0.000793651,0.24137931,0.068965517,0.103448276,0.034482759,0.551724138,0.063448898,0.005746627,0.043738591,0.551724138,0.448275862,0.137931034,0.068965517,0.068965517,0,0.275862069,0.448275862,0
46,consortiumnews.com,https://consortiumnews.com/2017/08/16/taking-nuclear-war-seriously/,Reliable,0.005377866,0.002359604,0.00380595,0.003871681,0.005683433,0,0.001133787,0.00150263,0.000493827,0.037974684,0.007042254,0,0,0.001169591,0.45,0.05,0.15,0.05,0.3,0.025089714,0.003348799,0.002816756,1,0,0.05,0.1,0.05,0.75,0.05,0,0
47,consortiumnews.com,https://consortiumnews.com/2017/01/08/the-lefts-challenge-in-age-of-trump/,Reliable,0.001698273,0.000330345,0.000160815,0.001106195,0.00170503,0.000904159,0,0,0.000987654,0,0.028169014,0,0.001150748,0,0.285714286,0.142857143,0.142857143,0,0.428571429,0.018294829,0.007732573,0.012268157,0.857142857,0.142857143,0,0,0.285714286,0,0.571428571,0,0.142857143
48,consortiumnews.com,https://consortiumnews.com/2017/06/23/palestinians-still-demand-human-rights/,Reliable,0.005660911,0.002218027,0.001447333,0.001106195,0.004262575,0.005424955,0.003401361,0.002253944,0,0.002531646,0.056338028,0.005076142,0.002301496,0.003703704,0.333333333,0.142857143,0.047619048,0.047619048,0.428571429,0.010017778,0.001270248,0.001491599,0.714285714,0.285714286,0.142857143,0.142857143,0,0.047619048,0.380952381,0.19047619,0.095238095
49,consortiumnews.com,https://consortiumnews.com/2017/12/22/the-strangelovian-russia-gate-myth/,Reliable,0.015850552,0.00113261,0.001661753,0.002765487,0.007104291,0.028933092,0.007936508,0.003005259,0.000987654,0.012658228,0.049295775,0.027918782,0.01150748,0.002136752,0.087719298,0.105263158,0.087719298,0.105263158,0.614035088,0.156158459,0.00707171,0.006276623,0.438596491,0.561403509,0.122807018,0.070175439,0.035087719,0.087719298,0.122807018,0.385964912,0.175438596
50,consortiumnews.com,https://consortiumnews.com/2017/08/16/cataclysmic-risks-of-north-korean-crisis/,Reliable,0.005377866,0.000896649,0.000589654,0.001659292,0.005399261,0.000904159,0.002267574,0,0.000493827,0.015189873,0.070422535,0,0.001150748,0.00952381,0.05,0,0,0,0.95,0.059050672,0.007881669,0.077774543,0.95,0.05,0.1,0,0.05,0.3,0.5,0,0.05
51,consortiumnews.com,https://consortiumnews.com/2017/01/09/europes-mixed-feelings-about-trump/,Reliable,0.003396547,0.00023596,5.36E-05,0,0.003125888,0.001808318,0,0,0.000987654,0,0.063380282,0,0.002301496,0,0.384615385,0.307692308,0,0,0.307692308,0.018150632,0.003835813,0.007237855,0.846153846,0.153846154,0,0,0.153846154,0,0.692307692,0,0.153846154
52,consortiumnews.com,https://consortiumnews.com/2017/10/02/trumps-hurt-feelings-over-puerto-rico/,Reliable,0.001415228,0.000188768,0.000428839,0.000553097,0.001136687,0.001808318,0.002267574,0,0,0,0.014084507,0,0.002301496,0.004444444,0.166666667,0,0,0,0.833333333,0.063114302,0.032011403,0.054133952,0.666666667,0.333333333,0.333333333,0,0,0,0.333333333,0,0.333333333
53,consortiumnews.com,https://consortiumnews.com/2015/01/27/backdoor-scheme-against-net-neutrality/,Reliable,0.00764223,0.000330345,0.000160815,0.000553097,0.007672634,0.000904159,0.001133787,0.005259204,0.006419753,0.012658228,0.007042254,0.001269036,0,0.000823045,0.214285714,0,0.035714286,0.071428571,0.678571429,0.037564026,0.003528217,0.00283249,0.964285714,0.035714286,0.035714286,0.25,0.464285714,0.178571429,0.035714286,0.035714286,0
54,consortiumnews.com,https://consortiumnews.com/2017/10/02/a-challenge-or-matching-grant/,Reliable,0.000566091,0.000471921,0.000696864,0,0.000852515,0,0.001133787,0,0,0,0.014084507,0,0,0,0.666666667,0,0,0,0.333333333,0.009241267,0.011717864,0.007407073,1,0,0.333333333,0,0,0,0.666666667,0,0
55,consortiumnews.com,https://consortiumnews.com/2017/10/02/galveston-biolabs-amid-global-warming/,Reliable,0.005660911,0.000896649,0.000696864,0,0.005399261,0.001808318,0.005668934,0,0.000493827,0,0.091549296,0.001269036,0.001150748,0.003703704,0.047619048,0,0,0,0.952380952,0.085638712,0.010858931,0.028890322,0.904761905,0.095238095,0.238095238,0,0.047619048,0,0.619047619,0.047619048,0.047619048
56,consortiumnews.com,https://consortiumnews.com/2017/10/05/political-fig-leaf-after-las-vegas-slaughter/,Reliable,0.001698273,4.72E-05,0.00021442,0.001106195,0.000852515,0.003616637,0.003401361,0,0,0,0,0.005076142,0,0,0.142857143,0.285714286,0,0.142857143,0.428571429,0.008968618,0.003790716,0.007306112,0.428571429,0.571428571,0.428571429,0,0,0,0,0.571428571,0
57,consortiumnews.com,https://consortiumnews.com/2017/10/03/pilger-criticizes-ken-burnss-the-vietnam-war/,Reliable,0.009340504,0.002784332,0.00359153,0.001659292,0.008809321,0.002712477,0.022675737,0,0.002469136,0.005063291,0.028169014,0.001269036,0.002301496,0,0.088235294,0,0,0,0.911764706,0.242689703,0.018650237,0.044338753,0.911764706,0.088235294,0.588235294,0,0.147058824,0.058823529,0.117647059,0.029411765,0.058823529
58,christianpost.com,https://www.christianpost.com/news/what-are-the-8-types-of-jihad-former-radical-muslim-explains-179338/,Reliable,0.009340504,0.048560642,0.061538462,0.05420354,0.007672634,0.006329114,0.001133787,0.00150263,0.00345679,0,0.11971831,0.007614213,0.001150748,0.002962963,0.117647059,0,0,0,0.882352941,0.269298254,0.020695053,0.210864428,0.794117647,0.205882353,0.029411765,0.058823529,0.205882353,0,0.5,0.176470588,0.029411765
59,christianpost.com,https://www.christianpost.com/news/wikileaks-hillary-clinton-mock-evangelicals-and-conservative-catholics-podesta-email-palmieri-halpin-170718/,Reliable,0,0,0,0,0,0.000904159,0,0,0,0,0,0.001269036,0,0,1,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,1,0
60,christianpost.com,https://www.christianpost.com/news/first-named-larry-nassar-abuse-survivor-rachael-denhollander-preaches-gospel-to-disgraced-doctor-215129/,Reliable,0.001132182,0.000802265,0.001608148,0.001106195,0.000852515,0.001808318,0,0,0,0.005063291,0.007042254,0.001269036,0.001150748,0,0.4,0.2,0,0,0.4,0.00068473,0.000434117,0.000533034,0.6,0.4,0,0,0,0.4,0.2,0.2,0.2
61,christianpost.com,https://www.christianpost.com/news/evangelical-trump-supporters-are-betraying-their-values-russell-moore-says-145575/,Reliable,0,0,0,0,0.000284172,0,0.001133787,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,0,1,0,0,0,0,0,0
62,christianpost.com,https://www.christianpost.com/news/left-behind-in-the-mainline-witnessing-within-the-united-methodist-church-131848/,Reliable,0,4.72E-05,0.000160815,0,0.000284172,0,0,0.000751315,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,0,0,1,0,0,0,0,0
63,christianpost.com,https://www.christianpost.com/news/refugees-migrants-muslims-germany-attacks-jews-148653/,Reliable,0,0,0,0.001106195,0,0.000904159,0,0,0,0,0,0.001269036,0,0,1,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,1,0
64,christianpost.com,https://www.christianpost.com/news/women-are-committing-suicide-by-the-hundreds-to-escape-isis-sex-slavery-146990/,Reliable,0.003962638,0.000849457,0.000643259,0.000553097,0.003978403,0.000904159,0.003401361,0,0,0,0.077464789,0.001269036,0,0.311111111,0.2,0,0,0,0.8,0.001511793,0.000273849,0.001904937,0.933333333,0.066666667,0.2,0,0,0,0.733333333,0.066666667,0
65,christianpost.com,https://www.christianpost.com/news/florida-teacher-bans-cross-necklaces-in-class-promotes-lgbt-day-of-silence-181167/,Reliable,0,0,0,0,0,0.000904159,0,0,0,0,0,0,0.001150748,0,1,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,1
66,christianpost.com,https://www.christianpost.com/news/children-must-be-taught-transgenderism-homosexuality-nursury-school-uk-teachers-say-181006/,Reliable,0.000849137,0,0,0.001106195,0.000284172,0.002712477,0,0,0,0.002531646,0,0.003807107,0,0.007407407,0.25,0,0,0,0.75,0.138540901,0.117112618,0.22182969,0.25,0.75,0,0,0,0.25,0,0.75,0
67,christianpost.com,https://www.christianpost.com/news/falling-out-of-love-does-not-justify-divorce-john-piper-212722/,Reliable,0.000849137,0.000283152,0.000964889,0.002765487,0.001136687,0,0,0.00150263,0,0,0.014084507,0,0,0,0.5,0,0,0,0.5,0.00905667,0.007655864,0.009638125,1,0,0,0.5,0,0,0.5,0,0
68,christianpost.com,https://www.christianpost.com/news/young-americans-cheat-on-spouses-less-often-than-older-americans-study-finds-190930/,Reliable,0,0,0,0,0.000284172,0,0,0.000751315,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,0,0,1,0,0,0,0,0
69,consortiumnews.com,https://consortiumnews.com/2016/04/10/would-a-clinton-win-mean-more-wars/,Reliable,0.033965468,0.001415762,0.002036987,0.00829646,0.030690537,0.011754069,0.003401361,0.012772352,0.004444444,0.020253165,0.5,0.001269036,0.013808976,0.001785714,0.008264463,0,0,0,0.991735537,0.099861003,0.002110385,0.119666139,0.892561983,0.107438017,0.024793388,0.140495868,0.074380165,0.066115702,0.58677686,0.008264463,0.099173554
70,consortiumnews.com,https://consortiumnews.com/2016/04/01/cleaning-up-hillarys-libyan-mess/,Reliable,0.037928106,0.011090137,0.003484321,0.006637168,0.035521455,0.009041591,0.071428571,0.003756574,0.005925926,0.070886076,0.11971831,0.007614213,0.004602992,0.009027778,0.303703704,0,0,0,0.696296296,0.099994634,0.001892426,0.044356685,0.925925926,0.074074074,0.466666667,0.037037037,0.088888889,0.207407407,0.125925926,0.044444444,0.02962963
71,consortiumnews.com,https://consortiumnews.com/2016/04/02/how-israeli-propaganda-succeeds/,Reliable,0.013586187,0.000613497,0.000589654,0.002212389,0.012503552,0.004520796,0.006802721,0,0.002469136,0.065822785,0.049295775,0.003807107,0.002301496,0.001975309,0.489795918,0,0,0,0.510204082,0.342190834,0.018078986,0.063687061,0.897959184,0.102040816,0.12244898,0,0.102040816,0.530612245,0.142857143,0.06122449,0.040816327
72,consortiumnews.com,https://consortiumnews.com/2015/11/12/fresh-twists-in-the-lockerbie-case/,Reliable,0.013020096,0.000424729,0.000268025,0.000553097,0.011651037,0.005424955,0.002267574,0,0,0,0.274647887,0.006345178,0.001150748,0.002067183,0.042553191,0,0,0.042553191,0.914893617,0.008613304,0.000474853,0.010777165,0.872340426,0.127659574,0.042553191,0,0,0,0.829787234,0.106382979,0.021276596
73,consortiumnews.com,https://consortiumnews.com/2015/11/12/new-pressures-for-mideast-peace/,Reliable,0.006510048,4.72E-05,5.36E-05,0,0.006535948,0.000904159,0,0,0,0,0.161971831,0.001269036,0,0,0.041666667,0,0,0,0.958333333,0.0082323,0.000907696,0.013060014,0.958333333,0.041666667,0,0,0,0,0.958333333,0.041666667,0
74,consortiumnews.com,https://consortiumnews.com/2015/11/12/netanyahu-ups-the-us-ante/,Reliable,0.009340504,0.000330345,5.36E-05,0.001106195,0.009093492,0.001808318,0,0,0,0,0.225352113,0.002538071,0,0,0.029411765,0,0,0.029411765,0.941176471,0.008622835,0.000662648,0.012533569,0.941176471,0.058823529,0,0,0,0,0.941176471,0.058823529,0
75,consortiumnews.com,https://consortiumnews.com/2015/11/11/separating-war-from-the-vets-2/,Reliable,0.007359185,0.000377537,0.000268025,0.000553097,0.007672634,0,0,0,0.011358025,0,0.028169014,0,0,0,0.851851852,0,0,0,0.148148148,0.00891558,0.000869607,0.001168654,1,0,0,0,0.851851852,0,0.148148148,0,0
